account_code,hoa,account_code_description,receipt_or_payment,positive_or_negative,part
8787004400,878700122000000,Metropolition Transport Project Madras-Payments,Payment Side,Positive,Part III
8787004500,878700123000000,Adj. on FA & CAO Diesel Component Works Patiala Pmt,Receipt Side,Positive,Part III
8787004600,878700123000000,FA & CAO Diesel Component Works Patiala-Payments,Payment Side,Positive,Part III
8787004700,878700124000000,Adjustments on FA & CAO Railway Electrification Bombay Pmt,Receipt Side,Positive,Part III
8787004800,878700124000000,FA & CAO Railway Electrification Bombay-Payments,Payment Side,Positive,Part III
8787004900,878700125000000,Adjustments on FA & CAO Railway Electrification Kota Pmt,Receipt Side,Positive,Part III
8787005000,878700125000000,FA & CAO Railway Electrification Kota-Payments,Payment Side,Positive,Part III
8787005100,878700126000000,Adjustments on FA & CAO Railway Electrification Nagpur Pmt,Receipt Side,Positive,Part III
8787005200,878700126000000,FA & CAO Railway Electrification Nagpur-Payments,Payment Side,Positive,Part III
8787005300,878700127000000,Adjustments on FA & CAO Railway Electrification Madras Pmt,Receipt Side,Positive,Part III
8787005400,878700127000000,FA & CAO Railway Electrification Madras-Payments,Payment Side,Positive,Part III
8787005500,878700128000000,Adj. on FA & CAO Railway Electrification Vijaywada Pmt,Receipt Side,Positive,Part III
8787005600,878700128000000,FA & CAO Railway Electrification Vijaywada-Payments,Payment Side,Positive,Part III
8787005700,878700129000000,"Adj. on FA & CAO Control Organisation , New Delhi Pmt",Receipt Side,Positive,Part III
8787005800,878700129000000,"FA & CAO Control Organisation , New Delhi-Payments",Payment Side,Positive,Part III
8789001800,878900109000000,Payment of CDA (Funds) Meerut,Payment Side,Positive,Part III
8787005900,878700130000000,"Adjustments on FA & CAO Rail Coach Factory, Kapurthala Pmt",Receipt Side,Positive,Part III
8787006000,878700130000000,"FA & CAO Rail Coach Factory, Kapurthala-Payments",Payment Side,Positive,Part III
8787006100,878700131000000,Adjustments on Central Organisation for Modern IS Pmt,Receipt Side,Positive,Part III
8787006200,878700131000000,Central Organisation for Modern IS-Payments,Payment Side,Positive,Part III
8787006300,878700132000000,"Adjustments on North Central Railways (NCR), Allahabad Pmt",Receipt Side,Positive,Part III
8787006400,878700132000000,"North Central Railways (NCR), Allahabad-Payments",Payment Side,Positive,Part III
8787006500,878700133000000,"Adjustments on East Coast Railway (ECR), Bhubneshwar Pmt",Receipt Side,Positive,Part III
8787006600,878700133000000,"East Coast Railway (ECR), Bhubneshwar-Payments",Payment Side,Positive,Part III
8787006700,878700134000000,"Adjustments on East Central Railway (ECR), Hajipur Pmt",Receipt Side,Positive,Part III
8787006800,878700134000000,"East Central Railway (ECR), Hajipur-Payments",Payment Side,Positive,Part III
8787006900,878700135000000,Adjustments on North-Western Railway(NWR) Jaipur Pmt,Receipt Side,Positive,Part III
8787007000,878700135000000,North-Western Railway(NWR) Jaipur-Payments,Payment Side,Positive,Part III
8787007100,878700136000000,"Adjustments on South Western Railway(SWR), Bangalore Pmt",Receipt Side,Positive,Part III
8787007200,878700136000000,"South Western Railway(SWR), Bangalore-Payments",Payment Side,Positive,Part III
8787007300,878700137000000,"Adjustments on West Central Railway (WCR), Jabalpur Pmt",Receipt Side,Positive,Part III
8787007400,878700137000000,"West Central Railway (WCR), Jabalpur-Payments",Payment Side,Positive,Part III
8787007500,878700138000000,Adjustments on FA & CAO North East Frontier Railway Pmt,Receipt Side,Positive,Part III
8787007600,878700138000000,FA & CAO North East Frontier Railway-Payments,Payment Side,Positive,Part III
8787007800,878700139000000,"FA & CAO Diesel Locomotive Works, Varanasi-Payments",Payment Side,Positive,Part III
8787007900,878700140000000,"Adjustments on Metro Transport Project, Calcutta Pmt",Receipt Side,Positive,Part III
8787008000,878700140000000,"Metro Transport Project, Calcutta-Payments",Payment Side,Positive,Part III
8787008100,878700141000000,"Adjustments on FA & CAO South East Cent Rly, Bilaspur Pmt",Receipt Side,Positive,Part III
8787008200,878700141000000,"FA & CAO South East Cent Rly, Bilaspur-Payments",Payment Side,Positive,Part III
8787008300,878700142000000,"Adj. on FA & CAO South West Railways (SWR), Hubli Pmt",Receipt Side,Positive,Part III
8787008400,878700142000000,"FA & CAO South West Railways (SWR), Hubli-Payments",Payment Side,Positive,Part III
8789000100,878900101000000,Adjustments Def CDA (Pension) Allahabad,Receipt Side,Positive,Part III
8789000200,878900101000000,Payment of CDA (Pension) Allahabad,Payment Side,Positive,Part III
8789000300,878900102000000,Adjustments Def CDA (Navy) Bombay,Receipt Side,Positive,Part III
8789000400,878900102000000,Payment of CDA (Navy) Bombay,Payment Side,Positive,Part III
8789000500,878900103000000,Adjustments Def CDA (Factories) Calcutta,Receipt Side,Positive,Part III
8789000600,878900103000000,Payment of CDA (Factories) Calcutta,Payment Side,Positive,Part III
8789000700,878900104000000,Adjustments Def CDA (Air force) Dehradun,Receipt Side,Positive,Part III
8789000800,878900104000000,Payment of CDA (Air force) Dehradun,Payment Side,Positive,Part III
8789000900,878900105000000,Adjustments Def CDA (NC) Jammu,Receipt Side,Positive,Part III
8789001000,878900105000000,Payment of CDA (NC) Jammu,Payment Side,Positive,Part III
8789001100,878900106000000,Adjustments Def CDA (CC) Meerut,Receipt Side,Positive,Part III
8789001200,878900106000000,Payment of CDA (CC) Meerut,Payment Side,Positive,Part III
8789001300,878900107000000,Adjustments Def CDA (WC) Meerut,Receipt Side,Positive,Part III
8789001400,878900107000000,Payment of CDA (WC) Meerut,Payment Side,Positive,Part III
8789001500,878900108000000,Adjustments Def CDA (ORS) Meerut,Receipt Side,Positive,Part III
8789001600,878900108000000,Payment of CDA (ORS) Meerut,Payment Side,Positive,Part III
8789001700,878900109000000,Adjustments Def CDA (Funds) Meerut,Receipt Side,Positive,Part III
8789002000,878900110000000,Payment of CDA (ORS) Madrs,Payment Side,Positive,Part III
8789002100,878900111000000,"Adjustments Def CDA M/o Defence, New Delhi",Receipt Side,Positive,Part III
8789002200,878900111000000,"Payment of CDA M/o Defence, New Delhi",Payment Side,Positive,Part III
8789002300,878900112000000,Adjustments Def CDA (SC) Poona,Receipt Side,Positive,Part III
8789002400,878900112000000,Payment of CDA (SC) Poona,Payment Side,Positive,Part III
8789002500,878900113000000,"Adjustments Def CDA (EC), Patna",Receipt Side,Positive,Part III
8789002600,878900113000000,"Payment of CDA (EC), Patna",Payment Side,Positive,Part III
8789002700,878900114000000,Adjustments Def CDA (officers) Pune,Receipt Side,Positive,Part III
8789002800,878900114000000,Payment of CDA (officers) Pune,Payment Side,Positive,Part III
8789002900,878900115000000,"Adjustments Def CDA, Jullandhar",Receipt Side,Positive,Part III
8789003000,878900115000000,"Payment of CDA, Jullandhar",Payment Side,Positive,Part III
8789003100,878900116000000,"Adjustments Def CDA, Bangalore",Receipt Side,Positive,Part III
8789003200,878900116000000,"Payment of CDA, Bangalore",Payment Side,Positive,Part III
8789003300,878900117000000,"Adjustments Def CDA (ORS) Central, Nagpur",Receipt Side,Positive,Part III
8789003400,878900117000000,"Payment of CDA (ORS) Central, Nagpur",Payment Side,Positive,Part III
8789003500,878900118000000,Adjustments Def CDA (ORS) Bangalore,Receipt Side,Positive,Part III
8789003900,878900120000000,"Adjustments Def CDA (R&D), New Delhi",Receipt Side,Positive,Part III
8789004000,878900120000000,"Payment of CDA (R&D), New Delhi",Payment Side,Positive,Part III
8789004100,878900121000000,Adjustments Def CDA (ORS) Puna,Receipt Side,Positive,Part III
8789004200,878900121000000,Payment of CDA (ORS) Puna,Payment Side,Positive,Part III
8789004300,878900122000000,Adjustments Def CDA (Pension and Disbursement) New Delhi,Receipt Side,Positive,Part III
8789004400,878900122000000,Payment of CDA (Pension and Disbursement) New Delhi,Payment Side,Positive,Part III
8789004500,878900123000000,"Adjustments Def Controller of Defence, Basistha, Gauwahati",Receipt Side,Positive,Part III
8789004600,878900123000000,"Payment of Controller of Defence, Basistha, Gauwahati",Payment Side,Positive,Part III
8789004700,878900124000000,Adjustments Def Accounts With CDA (WC) Chandigarh,Receipt Side,Positive,Part III
8789004800,878900124000000,Payment of Accounts With CDA (WC) Chandigarh,Payment Side,Positive,Part III
8789004900,878900125000000,"Adjustments Def Jt Controller of Defence Accounts, Patna",Receipt Side,Positive,Part III
8789005000,878900125000000,"Payment of Jt Controller of Defence Accounts, Patna",Payment Side,Positive,Part III
8789005100,878900126000000,"Adjustments Def CDA, (Pension Disbursement), Meerut",Receipt Side,Positive,Part III
8789005200,878900126000000,"Payment of CDA, (Pension Disbursement), Meerut",Payment Side,Positive,Part III
8789005300,878900127000000,"Adjustments Def Controller of Defence Accounts, Lucknow",Receipt Side,Positive,Part III
8789005400,878900127000000,"Payment of Controller of Defence Accounts, Lucknow",Payment Side,Positive,Part III
8789005500,878900128000000,"Adjustments Def CDA, Border Roads, New Delhi",Receipt Side,Positive,Part III
8789005600,878900128000000,"Payment of CDA, Border Roads, New Delhi",Payment Side,Positive,Part III
8789005700,878900129000000,"Adjustments Def Controller of Defence Accounts, Jabalpur",Receipt Side,Positive,Part III
8789005800,878900129000000,"Payment of Controller of Defence Accounts, Jabalpur",Payment Side,Positive,Part III
8789005900,878900130000000,"Adjustments Def CDA, Secunderabad",Receipt Side,Positive,Part III
8789006000,878900130000000,"Payment of CDA, Secunderabad",Payment Side,Positive,Part III
8789006100,878900131000000,"Adjustments Def CDA, Army Meerut",Receipt Side,Positive,Part III
8789006300,878900132000000,"Adjustments Def CDA Air force, Delhi",Receipt Side,Positive,Part III
8789006400,878900132000000,"Payment of CDA Air force, Delhi",Payment Side,Positive,Part III
9437000100,3700800080000,Deduct-Refunds of Custom Duty,Receipt Side,Positive,Part I
9449000100,4903118010000,Interest on House Building Advances,Receipt Side,Positive,Part I
9449000200,4903118020000,Interest on Motor Cars Advance,Receipt Side,Positive,Part I
1201015000,120100800423500,Reversal of POSB_Pledging Fee,Payment Side,Negative,Part I
1201015100,120100800570100,Reversal of Revenue on account of PMJJBY,Payment Side,Negative,Part I
1201000400,120100101010100,"Custom Duty Postage fee,redirection fee",Receipt Side,Positive,Part I
1201000500,120100101010100,Presentation to Custom Charges o/w Int. articles,Receipt Side,Positive,Part I
1201014000,120100200160100,Reversal of Interchange fee for interoperable ATM Txns,Payment Side,Negative,Part I
1201014100,120100200250000,Reversal of NEFT/RTGS Charges from customer,Payment Side,Negative,Part I
1201001400,120100101100100,Deduct Prepaid Postage stamps affixed on IPOs,Payment Side,Negative,Part I
1201001500,120100101110100,Sale of Service Stamps,Receipt Side,Positive,Part I
1201001600,120100101110100,Deduct Prepaid Service stamps affixed on articles,Payment Side,Negative,Part I
1201001800,120100101150000,PRC- National Bill Mail Service,Receipt Side,Positive,Part I
1201001900,120100101160300,Sale of PhilatelyStamps through Bureaux/PoS/Exhibi,Receipt Side,Positive,Part I
1201002000,120100101160300,Sale Of Philatelic Stamps through e-Post Office,Receipt Side,Positive,Part I
1201002100,120100101200100,Sale Of My Stamps through Bureaux/PoS/Exhibitions,Receipt Side,Positive,Part I
1201002200,120100101200100,Sale of My Stamps through othr institution/tie-up,Receipt Side,Positive,Part I
1201002300,120100101220100,PRC-India Post Parcel -Contractual,Receipt Side,Positive,Part I
1201002400,120100101220100,India Post-Contractual Cash On Delivery Fee,Receipt Side,Positive,Part I
1201002500,120100101230100,PRC-Remotely Managed Franking Machine,Receipt Side,Positive,Part I
1201002700,120100101250100,PRC -International Express Airmail Service,Receipt Side,Positive,Part I
1201002800,120100101260100,PRC- International Air Parcel,Receipt Side,Positive,Part I
1201002900,120100101270100,PRC-International Letters (Registered),Receipt Side,Positive,Part I
1201003000,120100101270100,PRC- Prime Registered,Receipt Side,Positive,Part I
1201003100,120100101270100,PRC-Prime Express,Receipt Side,Positive,Part I
1201003200,120100101270100,PRC-Prime Tracked Pockets,Receipt Side,Positive,Part I
1201003300,120100101280100,PRC -International Tracked Packet Service,Receipt Side,Positive,Part I
1201003400,120100101290100,PRC-Speed Post Parcel,Receipt Side,Positive,Part I
1201003500,120100101290100,Speed Post Parcel- Cash On Delivery Fee,Receipt Side,Positive,Part I
1201003700,120100101310100,PRC-Registered letter/article,Receipt Side,Positive,Part I
1201003800,120100101330000,PRC- Magazine Post,Receipt Side,Positive,Part I
1201003900,120100102030000,Commission on Indian Postal Orders,Receipt Side,Positive,Part I
1201004000,120100102100000,Commission on Inland Money Orders,Receipt Side,Positive,Part I
1201004100,120100105010000,Sale of CRF Stamps,Receipt Side,Positive,Part I
1201004200,120100108000000,Commission on Railway PRSS,Receipt Side,Positive,Part I
1201004300,120100200010000,Management of SB Govt Securities,Receipt Side,Positive,Part I
1201004400,120100200010000,Management of cash certificates,Receipt Side,Positive,Part I
